Asset,Company,Country,Region,Sector,Facility_ID,Facility_Name,Facility_Type,Reporting_Year,Month,Emission_Type,Emission_Value_tCO2e,Emission_Method,Emission_Factor_Source,Regulator,Scope_1_tCO2e,Scope_2_tCO2e,Scope_3_tCO2e,Energy_Consumed_kWh,Flaring_Volume_Mscf,Methane_tons,Production_Volume,Production_Unit,Industry_Code,Data_Quality,Data_Type,Dataset_Version,Source,Latitude,Longitude,Facility_Status,Notes,Total_Emissions
Gas Plant 68,Beta Oilfield Services,Saudi Arabia,Middle East,Oil & Gas,FAC-068,Highland Onshore Gas Plant 68,Onshore Gas Plant,2024,8,Total_GHG,2444.025,Hybrid,EU EMEP/EEA,US EPA,1141.926,74.414,1227.685,209908.54,888.526,37.091,1663.14,kbbl/day-eq,211120,Medium,Synthetic,v1.0,Generated,27.8707,36.064,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,2444.025
Refinery 69,Delta Petroleum,Qatar,Middle East,Oil & Gas,FAC-069,Westfield Refinery 69,Refinery,2018,8,Total_GHG,1678.812,Direct Measurement,IPCC 2019,Local Authority,582.702,63.261,1032.849,168045.25,879.384,17.41,1364.37,kbbl/day-eq,211120,High,Synthetic,v1.0,Generated,25.2779,51.2456,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,1678.812
Cracker Unit 70,Nexus Petrochem,India,Asia-Pacific,Petrochemicals,FAC-070,Granite Cracker Unit 70,Cracker Unit,2020,12,Total_GHG,1326.346,Hybrid,EPA AP-42,EU ETS,738.359,68.256,519.731,182893.52,534.775,20.837,3431.86,tons/day,325110,Medium,Synthetic,v1.0,Generated,8.8707,75.7376,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,1326.346
Blending Station 71,Gamma Mining Corp,Norway,Europe,Petrochemicals,FAC-071,Pioneer Blending Station 71,Blending Station,2018,5,Total_GHG,1169.645,Hybrid,IEA 2023,Local Authority,601.676,112.995,454.974,285526.76,356.114,13.261,4819.53,tons/day,325110,High,Synthetic,v1.0,Generated,58.8203,25.181,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1169.645
Aromatics Unit 72,Epsilon Resources,Canada,North America,Petrochemicals,FAC-072,Cedar Aromatics Unit 72,Aromatics Unit,2023,8,Total_GHG,1574.457,Emission Factor,IPCC 2019,National Authority,771.556,164.166,638.735,452653.79,473.554,12.734,8503.83,MWh,325110,Medium,Synthetic,v1.0,Generated,64.5822,-101.5483,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1574.457
Aromatics Unit 73,Orion Upstream,Canada,North America,Petrochemicals,FAC-073,Highland Aromatics Unit 73,Aromatics Unit,2021,10,Total_GHG,1932.28,Direct Measurement,IPCC 2019,National Authority,883.274,147.52,901.486,307521.9,407.549,22.571,5386.86,tons/day,325110,High,Synthetic,v1.0,Generated,45.1619,-81.8391,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1932.28
Polymer Plant 74,Alpha Energy,Norway,Europe,Petrochemicals,FAC-074,Pioneer Polymer Plant 74,Polymer Plant,2018,3,Total_GHG,1356.612,Direct Measurement,IEA 2023,Local Authority,539.683,124.041,692.888,326978.75,1057.963,8.603,6113.62,MWh,325110,High,Synthetic,v1.0,Generated,69.0327,22.6303,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,1356.612
Refinery 75,Alpha Energy,Norway,Europe,Oil & Gas,FAC-075,Eagle Refinery 75,Refinery,2018,5,Total_GHG,3318.148,Emission Factor,IEA 2023,National Authority,1080.386,27.896,2209.866,82139.39,660.09,37.685,691.93,MWh,211120,Low,Synthetic,v1.0,Generated,64.4876,15.0617,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,3318.148
Concentrator 76,Beta Oilfield Services,Australia,Asia-Pacific,Mining,FAC-076,Riverview Concentrator 76,Concentrator,2023,12,Total_GHG,843.241,Hybrid,EPA AP-42,National Authority,405.28,190.326,247.635,426299.68,108.193,6.441,11504.24,tons/day,212299,Medium,Synthetic,v1.0,Generated,-21.6144,148.8706,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,843.241
Cracker Unit 77,Beta Oilfield Services,UAE,Middle East,Petrochemicals,FAC-077,Pioneer Cracker Unit 77,Cracker Unit,2022,7,Total_GHG,1886.447,Hybrid,IEA 2023,EU ETS,678.551,98.067,1109.829,287981.49,399.051,14.542,5660.17,tons/day,325110,High,Synthetic,v1.0,Generated,23.5926,54.5847,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1886.447
Refinery 78,Terra Minerals,Norway,Europe,Oil & Gas,FAC-078,Silverline Refinery 78,Refinery,2019,6,Total_GHG,2114.089,Hybrid,IPCC 2019,EU ETS,892.798,57.801,1163.49,169990.66,1074.44,28.962,1312.89,MWh,211120,Medium,Synthetic,v1.0,Generated,61.9536,9.2111,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,2114.089
Gathering Hub 79,Sequoia Refining,Saudi Arabia,Middle East,Oil & Gas,FAC-079,Northshore Gathering Hub 79,Gathering Hub,2018,1,Total_GHG,2434.293,Hybrid,EPA AP-42,National Authority,872.937,76.546,1484.81,165598.47,425.622,27.834,1448.15,MWh,211120,High,Synthetic,v1.0,Generated,28.638,42.4543,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,2434.293
Concentrator 80,Vertex LNG,Canada,North America,Mining,FAC-080,Cedar Concentrator 80,Concentrator,2021,8,Total_GHG,1000.059,Hybrid,IPCC 2019,Local Authority,567.153,49.283,383.623,144558.91,64.539,17.696,4291.1,tons/day,212299,High,Synthetic,v1.0,Generated,61.5926,-126.0889,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1000.059
Processing Plant 81,Gamma Mining Corp,Canada,North America,Mining,FAC-081,Sunset Processing Plant 81,Processing Plant,2021,4,Total_GHG,856.886,Emission Factor,EU EMEP/EEA,US EPA,350.024,160.0,346.862,333781.31,175.001,6.27,8973.98,tons/day,212299,High,Synthetic,v1.0,Generated,44.3663,-56.8061,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,856.886
Processing Plant 82,Delta Petroleum,South Africa,Africa,Mining,FAC-082,Pioneer Processing Plant 82,Processing Plant,2022,11,Total_GHG,1337.218,Emission Factor,IPCC 2019,EU ETS,679.878,145.788,511.552,329676.09,156.244,18.12,9350.7,MWh,212299,High,Synthetic,v1.0,Generated,-29.7653,18.7581,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,1337.218
Smelter 83,Terra Minerals,UAE,Middle East,Mining,FAC-083,Sunset Smelter 83,Smelter,2018,3,Total_GHG,1187.259,Direct Measurement,IPCC 2019,US EPA,527.9,195.671,463.688,469917.25,275.016,9.279,13775.56,MWh,212299,High,Synthetic,v1.0,Generated,25.3012,54.1162,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1187.259
Smelter 84,Gamma Mining Corp,South Africa,Africa,Mining,FAC-084,Sunset Smelter 84,Smelter,2020,3,Total_GHG,759.631,Emission Factor,IPCC 2019,National Authority,443.774,94.978,220.879,239854.12,68.386,11.369,6726.88,MWh,212299,Medium,Synthetic,v1.0,Generated,-23.2824,20.0967,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,759.631
Cracker Unit 85,Sequoia Refining,India,Asia-Pacific,Petrochemicals,FAC-085,Sunset Cracker Unit 85,Cracker Unit,2022,4,Total_GHG,1497.411,Hybrid,IPCC 2019,EU ETS,819.785,97.988,579.638,228454.08,606.602,21.965,4446.74,MWh,325110,High,Synthetic,v1.0,Generated,13.3106,81.1118,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1497.411
Compressor 86,Delta Petroleum,Qatar,Middle East,Oil & Gas,FAC-086,Pioneer Compressor Station 86,Compressor Station,2024,12,Total_GHG,1917.755,Hybrid,EPA AP-42,Local Authority,891.358,47.588,978.809,128547.61,319.399,29.374,1154.82,MWh,211120,Medium,Synthetic,v1.0,Generated,25.0036,51.223,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1917.755
Aromatics Unit 87,Sequoia Refining,India,Asia-Pacific,Petrochemicals,FAC-087,Eagle Aromatics Unit 87,Aromatics Unit,2020,4,Total_GHG,2442.757,Hybrid,EPA AP-42,Local Authority,788.126,175.682,1478.949,428830.06,1127.643,15.38,7395.8,MWh,325110,High,Synthetic,v1.0,Generated,11.8453,72.9304,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,2442.757
Smelter 88,Orion Upstream,Norway,Europe,Mining,FAC-088,Silverline Smelter 88,Smelter,2018,6,Total_GHG,800.93,Hybrid,IEA 2023,EU ETS,410.893,135.617,254.42,373129.37,46.327,7.637,10158.33,MWh,212299,High,Synthetic,v1.0,Generated,61.7759,12.4784,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,800.93
Offshore Platform 89,Alpha Energy,Canada,North America,Oil & Gas,FAC-089,Westfield Offshore Platform 89,Offshore Platform,2023,3,Total_GHG,3148.668,Emission Factor,EPA AP-42,Local Authority,1054.59,47.007,2047.071,110842.24,210.397,36.292,843.1,MWh,211120,Medium,Synthetic,v1.0,Generated,54.1591,-76.8725,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,3148.668
Gathering Hub 90,Delta Petroleum,Australia,Asia-Pacific,Oil & Gas,FAC-090,Northshore Gathering Hub 90,Gathering Hub,2019,7,Total_GHG,3387.096,Emission Factor,IPCC 2019,US EPA,1030.884,90.223,2265.989,205127.1,222.767,33.274,1572.89,kbbl/day-eq,211120,High,Synthetic,v1.0,Generated,-17.4876,147.3127,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,3387.096
Concentrator 91,Vertex LNG,Australia,Asia-Pacific,Mining,FAC-091,Riverview Concentrator 91,Concentrator,2024,9,Total_GHG,1027.452,Emission Factor,IEA 2023,EU ETS,544.347,96.902,386.203,300700.56,55.99,14.063,8091.68,tons/day,212299,Medium,Synthetic,v1.0,Generated,-21.9893,148.7919,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1027.452
Smelter 92,Terra Minerals,Saudi Arabia,Middle East,Mining,FAC-092,Riverview Smelter 92,Smelter,2019,8,Total_GHG,904.579,Emission Factor,EPA AP-42,EU ETS,395.28,123.482,385.817,298848.0,71.897,7.567,9472.86,tons/day,212299,High,Synthetic,v1.0,Generated,17.3011,44.0388,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,904.579
Processing Plant 93,Nexus Petrochem,Australia,Asia-Pacific,Mining,FAC-093,Highland Processing Plant 93,Processing Plant,2023,2,Total_GHG,910.028,Hybrid,EU EMEP/EEA,EU ETS,444.864,115.438,349.726,241393.23,34.155,11.146,7084.63,MWh,212299,Medium,Synthetic,v1.0,Generated,-13.6148,148.7365,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,910.028
Cracker Unit 94,Terra Minerals,India,Asia-Pacific,Petrochemicals,FAC-094,Sunset Cracker Unit 94,Cracker Unit,2018,1,Total_GHG,1710.8,Direct Measurement,EU EMEP/EEA,US EPA,681.005,102.634,927.161,290860.5,236.436,15.455,5212.58,tons/day,325110,High,Synthetic,v1.0,Generated,18.5635,75.2357,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1710.8
Mine 95,Terra Minerals,India,Asia-Pacific,Mining,FAC-095,Northshore Open-Pit Mine 95,Open-Pit Mine,2021,5,Total_GHG,592.537,Emission Factor,IPCC 2019,Local Authority,274.697,136.384,181.456,290467.37,7.171,4.091,8171.09,tons/day,212299,High,Synthetic,v1.0,Generated,21.4554,74.1634,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,592.537
Blending Station 96,Orion Upstream,Qatar,Middle East,Petrochemicals,FAC-096,Cedar Blending Station 96,Blending Station,2021,2,Total_GHG,1295.798,Direct Measurement,IPCC 2019,Local Authority,618.85,92.076,584.872,210962.55,287.617,15.911,3721.41,tons/day,325110,High,Synthetic,v1.0,Generated,24.8971,51.8342,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,1295.798
Smelter 97,Delta Petroleum,UK,Europe,Mining,FAC-097,Lakeside Smelter 97,Smelter,2023,2,Total_GHG,729.888,Hybrid,IPCC 2019,EU ETS,333.557,104.061,292.27,250731.13,141.328,7.114,7002.79,MWh,212299,Medium,Synthetic,v1.0,Generated,53.685,-6.4488,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,729.888
Gathering Hub 98,Delta Petroleum,USA,North America,Oil & Gas,FAC-098,Lakeside Gathering Hub 98,Gathering Hub,2024,12,Total_GHG,1392.619,Emission Factor,EPA AP-42,US EPA,591.441,68.737,732.441,161493.47,897.529,17.862,1319.93,MWh,211120,Medium,Synthetic,v1.0,Generated,28.3633,-66.378,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1392.619
Polymer Plant 99,Nexus Petrochem,Australia,Asia-Pacific,Petrochemicals,FAC-099,Oakridge Polymer Plant 99,Polymer Plant,2023,7,Total_GHG,1163.212,Hybrid,IEA 2023,National Authority,522.921,114.335,525.956,318877.39,500.665,8.97,5578.74,MWh,325110,Low,Synthetic,v1.0,Generated,-22.592,151.947,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,1163.212
Processing Plant 100,Nexus Petrochem,UK,Europe,Mining,FAC-100,Westfield Processing Plant 100,Processing Plant,2021,6,Total_GHG,554.973,Hybrid,IEA 2023,National Authority,226.386,90.28,238.307,201184.43,48.632,3.68,6314.49,tons/day,212299,High,Synthetic,v1.0,Generated,52.04,-4.6974,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,554.973
Mine 101,Delta Petroleum,UK,Europe,Mining,FAC-101,Pioneer Open-Pit Mine 101,Open-Pit Mine,2019,12,Total_GHG,657.574,Emission Factor,EU EMEP/EEA,National Authority,329.875,84.984,242.715,200531.14,27.005,7.826,5850.41,tons/day,212299,High,Synthetic,v1.0,Generated,57.6966,-6.8268,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,657.574
Concentrator 102,Delta Petroleum,Saudi Arabia,Middle East,Mining,FAC-102,Lakeside Concentrator 102,Concentrator,2023,3,Total_GHG,1063.582,Emission Factor,EPA AP-42,National Authority,461.407,79.559,522.616,194948.97,21.559,12.693,5807.87,MWh,212299,Low,Synthetic,v1.0,Generated,20.6938,34.6857,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1063.582
Smelter 103,Gamma Mining Corp,Saudi Arabia,Middle East,Mining,FAC-103,Pioneer Smelter 103,Smelter,2019,9,Total_GHG,1089.91,Hybrid,IEA 2023,US EPA,636.026,99.16,354.724,308888.03,134.848,16.925,8783.31,tons/day,212299,Medium,Synthetic,v1.0,Generated,18.539,44.8047,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,1089.91
Blending Station 104,Orion Upstream,USA,North America,Petrochemicals,FAC-104,Sunset Blending Station 104,Blending Station,2021,11,Total_GHG,1724.601,Hybrid,EU EMEP/EEA,EU ETS,737.916,82.457,904.228,225372.42,345.875,19.645,4071.45,tons/day,325110,High,Synthetic,v1.0,Generated,39.828,-85.3282,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1724.601
Offshore Platform 105,Delta Petroleum,South Africa,Africa,Oil & Gas,FAC-105,Highland Offshore Platform 105,Offshore Platform,2024,7,Total_GHG,1915.127,Hybrid,IPCC 2019,US EPA,562.689,37.976,1314.462,114075.59,317.707,17.868,958.49,MMscf,211120,High,Synthetic,v1.0,Generated,-27.6825,30.2282,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,1915.127
Mine 106,Alpha Energy,Norway,Europe,Mining,FAC-106,Oakridge Open-Pit Mine 106,Open-Pit Mine,2024,6,Total_GHG,1287.636,Direct Measurement,EPA AP-42,US EPA,683.129,140.875,463.632,343023.97,157.957,18.436,9083.47,tons/day,212299,High,Synthetic,v1.0,Generated,59.0749,26.9786,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1287.636
Offshore Platform 107,Sequoia Refining,Norway,Europe,Oil & Gas,FAC-107,Cedar Offshore Platform 107,Offshore Platform,2018,5,Total_GHG,2697.034,Hybrid,IPCC 2019,Local Authority,839.206,88.663,1769.165,202262.1,1488.859,25.961,1663.33,kbbl/day-eq,211120,High,Synthetic,v1.0,Generated,67.7793,23.5305,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,2697.034
Gas Plant 108,Sequoia Refining,South Africa,Africa,Oil & Gas,FAC-108,Granite Onshore Gas Plant 108,Onshore Gas Plant,2018,11,Total_GHG,1445.506,Hybrid,EPA AP-42,EU ETS,694.758,58.121,692.627,136528.54,521.274,22.19,1139.88,MMscf,211120,Medium,Synthetic,v1.0,Generated,-22.5417,23.9505,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,1445.506
Compressor 109,Gamma Mining Corp,Qatar,Middle East,Oil & Gas,FAC-109,Northshore Compressor Station 109,Compressor Station,2020,8,Total_GHG,1631.263,Hybrid,IPCC 2019,Local Authority,802.298,44.906,784.059,133438.94,212.749,25.943,1208.1,MMscf,211120,Medium,Synthetic,v1.0,Generated,24.6334,50.2131,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,1631.263
Smelter 110,Beta Oilfield Services,Australia,Asia-Pacific,Mining,FAC-110,Sunset Smelter 110,Smelter,2022,3,Total_GHG,653.069,Direct Measurement,EPA AP-42,Local Authority,280.211,106.097,266.761,273886.02,50.728,4.1,8434.56,tons/day,212299,Low,Synthetic,v1.0,Generated,-13.9906,152.1706,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,653.069
Processing Plant 111,Vertex LNG,Canada,North America,Mining,FAC-111,Cedar Processing Plant 111,Processing Plant,2020,10,Total_GHG,947.321,Hybrid,IEA 2023,National Authority,477.662,60.0,409.659,163013.33,43.224,14.095,4713.88,MWh,212299,High,Synthetic,v1.0,Generated,46.6582,-139.4045,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,947.321
Concentrator 112,Vertex LNG,South Africa,Africa,Mining,FAC-112,Highland Concentrator 112,Concentrator,2024,7,Total_GHG,1084.223,Emission Factor,EPA AP-42,US EPA,488.539,105.549,490.135,267985.32,85.023,12.433,7518.05,tons/day,212299,Medium,Synthetic,v1.0,Generated,-24.6163,22.8883,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,1084.223
Smelter 113,Gamma Mining Corp,UAE,Middle East,Mining,FAC-113,Silverline Smelter 113,Smelter,2021,7,Total_GHG,1381.963,Hybrid,IPCC 2019,US EPA,619.479,78.11,684.374,239687.06,78.103,17.821,6737.38,MWh,212299,Medium,Synthetic,v1.0,Generated,22.9681,54.2933,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1381.963
Processing Plant 114,Sequoia Refining,USA,North America,Mining,FAC-114,Oakridge Processing Plant 114,Processing Plant,2021,6,Total_GHG,1566.968,Emission Factor,EU EMEP/EEA,National Authority,778.836,243.576,544.556,566421.28,32.72,15.716,17568.02,MWh,212299,Medium,Synthetic,v1.0,Generated,38.5173,-86.5882,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1566.968
Polymer Plant 115,Orion Upstream,USA,North America,Petrochemicals,FAC-115,Westfield Polymer Plant 115,Polymer Plant,2018,12,Total_GHG,1288.27,Direct Measurement,EPA AP-42,US EPA,532.96,94.715,660.595,217476.17,660.707,12.09,4082.24,MWh,325110,Medium,Synthetic,v1.0,Generated,36.5865,-106.8649,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1288.27
Mine 116,Gamma Mining Corp,UK,Europe,Mining,FAC-116,Granite Open-Pit Mine 116,Open-Pit Mine,2022,7,Total_GHG,1460.909,Emission Factor,EU EMEP/EEA,National Authority,591.196,165.807,703.906,378569.79,120.512,14.229,10208.36,tons/day,212299,High,Synthetic,v1.0,Generated,54.128,-2.4809,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,1460.909
Mine 117,Sequoia Refining,Canada,North America,Mining,FAC-117,Granite Open-Pit Mine 117,Open-Pit Mine,2020,4,Total_GHG,721.749,Emission Factor,EU EMEP/EEA,EU ETS,383.452,108.022,230.275,282183.12,83.434,8.365,7796.21,MWh,212299,Medium,Synthetic,v1.0,Generated,64.5866,-92.7538,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,721.749
Mine 118,Gamma Mining Corp,Saudi Arabia,Middle East,Mining,FAC-118,Riverview Open-Pit Mine 118,Open-Pit Mine,2020,12,Total_GHG,618.311,Direct Measurement,IEA 2023,National Authority,270.067,75.908,272.336,176140.59,13.779,6.167,5116.25,MWh,212299,High,Synthetic,v1.0,Generated,17.7679,38.5807,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,618.311
Mine 119,Orion Upstream,USA,North America,Mining,FAC-119,Cedar Open-Pit Mine 119,Open-Pit Mine,2022,9,Total_GHG,1238.78,Emission Factor,IPCC 2019,Local Authority,533.988,133.23,571.562,410015.51,100.295,11.325,11297.41,MWh,212299,High,Synthetic,v1.0,Generated,36.6306,-112.6825,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,1238.78
Smelter 120,Terra Minerals,Australia,Asia-Pacific,Mining,FAC-120,Eagle Smelter 120,Smelter,2024,6,Total_GHG,975.095,Direct Measurement,EU EMEP/EEA,Local Authority,476.225,153.47,345.4,361457.44,81.779,10.29,9816.87,tons/day,212299,High,Synthetic,v1.0,Generated,-30.6226,119.3399,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,975.095
Mine 121,Delta Petroleum,UK,Europe,Mining,FAC-121,Granite Open-Pit Mine 121,Open-Pit Mine,2024,12,Total_GHG,793.799,Hybrid,IEA 2023,Local Authority,380.985,125.054,287.76,332475.97,26.683,6.522,10179.33,MWh,212299,Low,Synthetic,v1.0,Generated,56.4856,-2.1208,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,793.799
Aromatics Unit 122,Terra Minerals,Canada,North America,Petrochemicals,FAC-122,Cedar Aromatics Unit 122,Aromatics Unit,2018,5,Total_GHG,1315.517,Direct Measurement,EPA AP-42,National Authority,541.256,118.912,655.349,261363.0,186.282,11.502,4568.03,tons/day,325110,High,Synthetic,v1.0,Generated,46.6609,-73.9917,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1315.517
